company_name,category,country_code,year_founded,funding_range,profile_url
ChipAgents,AI Agents,US,2024,$50M-$100M,https://www.ai-market-watch.com/company/chipagents
ChipStack,AI Infrastructure,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/chipstack
Chitose Robotics Inc.,Robotics / Embodied AI,JP,2018,Undisclosed,https://www.ai-market-watch.com/company/chitose-robotics-inc
Chromie Health,AI in Healthcare,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/chromie-health
ChronoScale Corporation,AI Infrastructure,US,2025,$50M-$100M,https://www.ai-market-watch.com/company/chronoscale-corporation
Chronosphere,AI Developer Tools,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/chronosphere
Cimulate,AI in Marketing,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/cimulate
Cinnamon,Foundation Models / LLMs,JP,2012,$10M-$50M,https://www.ai-market-watch.com/company/cinnamon
Cipher Mining,AI Infrastructure,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/cipher-mining
CipherOwl,AI in Cybersecurity,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/cipherowl
Circle Pharma,AI in Healthcare,US,2014,$100M-$500M,https://www.ai-market-watch.com/company/circle-pharma
Circuit,AI Agents,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/circuit
Circuit & Chisel,AI in Fintech,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/circuit-chisel
Circuitry.ai,AI in Analytics & BI,US,2023,Undisclosed,https://www.ai-market-watch.com/company/circuitry-ai
Circula GmbH,AI in Fintech,DE,2018,$10M-$50M,https://www.ai-market-watch.com/company/circula-gmbh
Citigroup Inc.,AI in Fintech,US,1998,Undisclosed,https://www.ai-market-watch.com/company/citigroup-inc
Citymall,AI in Supply Chain / Logistics,IN,2019,$100M-$500M,https://www.ai-market-watch.com/company/citymall
CivCheck,AI in Government / Public Sector,US,2023,Undisclosed,https://www.ai-market-watch.com/company/civcheck
Civilized AI,AI in Government / Public Sector,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/civilized-ai
Claap,AI in Marketing,FR,2021,$10M-$50M,https://www.ai-market-watch.com/company/claap
Clado,AI in HR & Talent,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/clado
ClaimSorted,AI in Fintech,GB,2024,$10M-$50M,https://www.ai-market-watch.com/company/claimsorted
Claira,AI in Fintech,US,2020,$1M-$10M,https://www.ai-market-watch.com/company/claira
Clairity,AI in Healthcare,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/clairity
"Clarify, Inc.",AI in Marketing,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/clarify-inc
Clarium,AI in Healthcare,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/clarium
Clarky,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/clarky
Classiq Technologies,AI Infrastructure,IL,2020,$100M-$500M,https://www.ai-market-watch.com/company/classiq-technologies
Clawchain,AI Agents,SE,2024,$10M-$50M,https://www.ai-market-watch.com/company/clawchain
Clay,AI in Marketing,US,2017,$100M-$500M,https://www.ai-market-watch.com/company/clay
Clearco,AI in Fintech,CA,2015,$500M-$1B,https://www.ai-market-watch.com/company/clearco
Clearly AI,AI in Cybersecurity,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/clearly-ai
ClearOps,AI in Supply Chain / Logistics,DE,2020,$1M-$10M,https://www.ai-market-watch.com/company/clearops
Cleavr,AI in Fintech,FR,2025,$1M-$10M,https://www.ai-market-watch.com/company/cleavr
Cleric,AI Agents,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/cleric
Clerk,AI Developer Tools,US,2019,$50M-$100M,https://www.ai-market-watch.com/company/clerk
Clibrain,Foundation Models / LLMs,ES,2023,Undisclosed,https://www.ai-market-watch.com/company/clibrain
ClickHouse,AI in Analytics & BI,US,2021,$1B+,https://www.ai-market-watch.com/company/clickhouse
CLIKA,AI Infrastructure,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/clika
Climatiq,AI in Climate / Energy,DE,2021,$10M-$50M,https://www.ai-market-watch.com/company/climatiq
Climaty AI,AI in Climate / Energy,IN,2025,$1M-$10M,https://www.ai-market-watch.com/company/climaty-ai
Cline,AI Developer Tools,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/cline
Clio,AI in Legal,CA,2008,$1B+,https://www.ai-market-watch.com/company/clio
Clipbook,AI in Marketing,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/clipbook
Clipto,Foundation Models / LLMs,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/clipto
Clockwork,AI Infrastructure,US,2018,$10M-$50M,https://www.ai-market-watch.com/company/clockwork
Clodura.AI,AI in Sales / Revenue,IN,2015,$1M-$10M,https://www.ai-market-watch.com/company/clodura-ai
Clone Labs,AI Agents,KR,2026,Undisclosed,https://www.ai-market-watch.com/company/clone-labs
Cloto,AI in Government / Public Sector,KR,2023,Undisclosed,https://www.ai-market-watch.com/company/cloto
CloudBees,AI Developer Tools,US,2010,$100M-$500M,https://www.ai-market-watch.com/company/cloudbees
CloudExtel,AI Infrastructure,IN,2014,$100M-$500M,https://www.ai-market-watch.com/company/cloudextel
Cloudforce,AI in Education,US,2010,$10M-$50M,https://www.ai-market-watch.com/company/cloudforce
CloudForge,AI in Supply Chain / Logistics,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/cloudforge
CloudKitchens,AI in Real Estate / PropTech,US,2016,$1B+,https://www.ai-market-watch.com/company/cloudkitchens
CloudMile,AI Infrastructure,SG,2017,$50M-$100M,https://www.ai-market-watch.com/company/cloudmile
CloudSEK,AI in Cybersecurity,IN,2015,$10M-$50M,https://www.ai-market-watch.com/company/cloudsek
Cloudworx,Computer Vision,IN,2019,$1M-$10M,https://www.ai-market-watch.com/company/cloudworx
CloudX,AI Infrastructure,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/cloudx
Clouted,AI in Marketing,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/clouted
Clover Security,AI Infrastructure,IL,2023,$10M-$50M,https://www.ai-market-watch.com/company/clover-security
Cluely,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/cluely
ClustroAI,AI Infrastructure,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/clustroai
CLYR.ai,AI in Healthcare,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/clyr-ai
Cnaps.AI,AI Agents,KR,2025,Undisclosed,https://www.ai-market-watch.com/company/cnaps-ai
CNTXT AI,AI Infrastructure,AE,2023,$50M-$100M,https://www.ai-market-watch.com/company/cntxt-ai
CO/AI,AI Developer Tools,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/co-ai
Coactive AI,AI in Analytics & BI,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/coactive-ai
CoChat,AI Agents,US,2026,$1M-$10M,https://www.ai-market-watch.com/company/cochat
Coda One,AI Developer Tools,GB,2023,Undisclosed,https://www.ai-market-watch.com/company/coda-one
Code Four,Computer Vision,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/code-four
Code Metal,AI Developer Tools,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/code-metal
Code.org,AI in Education,US,2013,$50M-$100M,https://www.ai-market-watch.com/company/code-org
CodeAnt AI,AI Developer Tools,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/codeant-ai
Codeium,AI Developer Tools,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/codeium
Codenotary,AI in Cybersecurity,US,2018,$10M-$50M,https://www.ai-market-watch.com/company/codenotary
CodeNova AI,AI Developer Tools,US,2019,Undisclosed,https://www.ai-market-watch.com/company/codenova-ai
Codepaper AI,Foundation Models / LLMs,CA,2018,Undisclosed,https://www.ai-market-watch.com/company/codepaper-ai
CodeParrot,AI Developer Tools,US,2022,<$1M,https://www.ai-market-watch.com/company/codeparrot
Codev,AI Agents,US,2023,Undisclosed,https://www.ai-market-watch.com/company/codev
Codex,AI in Fintech,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/codex
Codeyoung,AI in Education,IN,2020,$1M-$10M,https://www.ai-market-watch.com/company/codeyoung
Coefficient Bio,AI in Healthcare,US,2023,Undisclosed,https://www.ai-market-watch.com/company/coefficient-bio
"COEPTIS, Inc.",AI in Marketing,,2018,$10M-$50M,https://www.ai-market-watch.com/company/coeptis-inc
COEY,Generative Media (Image / Video),US,2024,Undisclosed,https://www.ai-market-watch.com/company/coey
Cofactory,AI Agents,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/cofactory
Cogent Security,AI in Cybersecurity,US,2024,$50M-$100M,https://www.ai-market-watch.com/company/cogent-security
Cognee,AI Infrastructure,DE,2024,$1M-$10M,https://www.ai-market-watch.com/company/cognee
Cognichip,AI Chips / Semiconductors,US,2024,$50M-$100M,https://www.ai-market-watch.com/company/cognichip
Cognida,AI in Analytics & BI,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/cognida
Cognigy,Voice / Speech AI,DE,2016,$100M-$500M,https://www.ai-market-watch.com/company/cognigy
Cognite,AI Infrastructure,US,2017,$100M-$500M,https://www.ai-market-watch.com/company/cognite
Cognition AI,AI Agents,US,2023,$1B+,https://www.ai-market-watch.com/company/cognition-ai
Cohere Inc.,AI Agents,US,2019,$1B+,https://www.ai-market-watch.com/company/cohere-inc
Cohesity,AI in Cybersecurity,US,2013,$500M-$1B,https://www.ai-market-watch.com/company/cohesity
Cointel,AI in Fintech,AE,2024,$1M-$10M,https://www.ai-market-watch.com/company/cointel
CoLab Software,AI Developer Tools,CA,2017,$100M-$500M,https://www.ai-market-watch.com/company/colab-software
CollegeDekho,AI in Education,IN,2015,$100M-$500M,https://www.ai-market-watch.com/company/collegedekho
Collov Labs,Computer Vision,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/collov-labs
ColmeIA,AI Agents,BR,2019,$1M-$10M,https://www.ai-market-watch.com/company/colmeia
Cologix,AI Infrastructure,US,2010,$1B+,https://www.ai-market-watch.com/company/cologix
comcom Analytics,AI in Analytics & BI,JP,2021,Undisclosed,https://www.ai-market-watch.com/company/comcom-analytics
CometChat,AI Infrastructure,US,2009,$10M-$50M,https://www.ai-market-watch.com/company/cometchat
Comfi AI,AI in Fintech,AE,2023,$50M-$100M,https://www.ai-market-watch.com/company/comfi-ai
ComfyUI,Generative Media (Image / Video),US,2024,$10M-$50M,https://www.ai-market-watch.com/company/comfyui
CommerceClarity,AI Agents,IT,2024,$1M-$10M,https://www.ai-market-watch.com/company/commerceclarity
Common Sense Privacy,AI in Cybersecurity,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/common-sense-privacy
CommonAI,AI Infrastructure,GB,2025,Undisclosed,https://www.ai-market-watch.com/company/commonai
Commonwealth Fusion Systems,AI in Climate / Energy,US,2018,$1B+,https://www.ai-market-watch.com/company/commonwealth-fusion-systems
Commotion,AI Agents,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/commotion
Commure,AI in Healthcare,US,2017,$1B+,https://www.ai-market-watch.com/company/commure
Compa,AI in HR & Talent,US,2020,$50M-$100M,https://www.ai-market-watch.com/company/compa
Companion Labs,AI in Media / Gaming / Entertainment,IN,2025,$1M-$10M,https://www.ai-market-watch.com/company/companion-labs
Complir,AI Infrastructure,DK,2024,$1M-$10M,https://www.ai-market-watch.com/company/complir
Complyance,AI Agents,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/complyance
Composio,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/composio
Composite,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/composite
Compri,AI Agents,IT,2024,$1M-$10M,https://www.ai-market-watch.com/company/compri
CompScience,Computer Vision,US,2019,$10M-$50M,https://www.ai-market-watch.com/company/compscience
Compute Labs,AI Infrastructure,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/compute-labs
Compuvi,AI in Legal,US,2025,Undisclosed,https://www.ai-market-watch.com/company/compuvi
Compyl,AI in Cybersecurity,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/compyl
Conceivable Life Sciences,AI in Healthcare,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/conceivable-life-sciences
Conduct,AI Agents,GB,2024,$50M-$100M,https://www.ai-market-watch.com/company/conduct
Conductor AI,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/conductor-ai
Conduit,AI in HR & Talent,US,2022,<$1M,https://www.ai-market-watch.com/company/conduit
Condukt,AI in Fintech,GB,2023,$10M-$50M,https://www.ai-market-watch.com/company/condukt
Confident Security,AI in Cybersecurity,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/confident-security
Confido Health,AI in Healthcare,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/confido-health
Config Intelligence Inc.,Robotics / Embodied AI,KR,2025,$10M-$50M,https://www.ai-market-watch.com/company/config-intelligence-inc
Conifers.ai,AI in Cybersecurity,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/conifers-ai
conmeet,AI Agents,DE,2023,$1M-$10M,https://www.ai-market-watch.com/company/conmeet
Connect Hub AI,AI in HR & Talent,DE,2025,Undisclosed,https://www.ai-market-watch.com/company/connect-hub-ai
Conntour,Computer Vision,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/conntour
Conquest Planning Inc.,AI in Fintech,CA,2018,$100M-$500M,https://www.ai-market-watch.com/company/conquest-planning-inc
Consigli,AI Infrastructure,NO,2020,Undisclosed,https://www.ai-market-watch.com/company/consigli
Consint.AI,AI in Healthcare,IN,2020,<$1M,https://www.ai-market-watch.com/company/consint-ai
Constelli,AI in Defense / Aerospace,IN,2017,$10M-$50M,https://www.ai-market-watch.com/company/constelli
Constems AI Systems,Computer Vision,IN,2017,$1M-$10M,https://www.ai-market-watch.com/company/constems-ai-systems
Consuma AI,AI in Analytics & BI,IN,2021,$1M-$10M,https://www.ai-market-watch.com/company/consuma-ai
Contented,Foundation Models / LLMs,NZ,2023,$1M-$10M,https://www.ai-market-watch.com/company/contented
Contents,AI Agents,IT,2021,$10M-$50M,https://www.ai-market-watch.com/company/contents
Contentsquare,AI in Analytics & BI,FR,2012,$1B+,https://www.ai-market-watch.com/company/contentsquare
Contextual,AI Agents,US,2024,$100M-$500M,https://www.ai-market-watch.com/company/contextual
Continua,AI Agents,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/continua
Contio,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/contio
Contoro Robotics,Robotics / Embodied AI,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/contoro-robotics
ContraForce,AI in Cybersecurity,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/contraforce
Contrails AI,AI Safety,IN,2023,$1M-$10M,https://www.ai-market-watch.com/company/contrails-ai
Converge Bio,AI in Healthcare,IL,2024,$10M-$50M,https://www.ai-market-watch.com/company/converge-bio
ConverSight,AI in Analytics & BI,US,2017,$10M-$50M,https://www.ai-market-watch.com/company/conversight
Convey,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/convey
Conveyor,AI Agents,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/conveyor
Convogo,Foundation Models / LLMs,US,2023,Undisclosed,https://www.ai-market-watch.com/company/convogo
Convoke,AI in Healthcare,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/convoke
Cookiy AI,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/cookiy-ai
Copado,AI Developer Tools,US,2013,$100M-$500M,https://www.ai-market-watch.com/company/copado
CopilotKit,AI Developer Tools,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/copilotkit
Coralogix,AI in Analytics & BI,IL,2014,$100M-$500M,https://www.ai-market-watch.com/company/coralogix
Coraly.ai,AI Agents,AE,2022,$1M-$10M,https://www.ai-market-watch.com/company/coraly-ai
Coram AI,Computer Vision,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/coram-ai
Corbel,AI Agents,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/corbel
Cordulus,AI in Climate / Energy,DK,2014,$10M-$50M,https://www.ai-market-watch.com/company/cordulus
CoreOps.AI,AI Infrastructure,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/coreops-ai
CoreStory,AI Developer Tools,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/corestory
CoreWeave,AI Infrastructure,US,2017,$1B+,https://www.ai-market-watch.com/company/coreweave
Coreworks.AI,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/coreworks-ai
Corgi,AI in Insurance,US,2024,$100M-$500M,https://www.ai-market-watch.com/company/corgi
Corintis,AI Infrastructure,CH,2022,$50M-$100M,https://www.ai-market-watch.com/company/corintis
CornerBox,Robotics / Embodied AI,NL,2024,$1M-$10M,https://www.ai-market-watch.com/company/cornerbox
CoRover.ai,Foundation Models / LLMs,IN,2016,$1M-$10M,https://www.ai-market-watch.com/company/corover-ai
Corpy & Co.,AI in Cybersecurity,JP,2017,$1M-$10M,https://www.ai-market-watch.com/company/corpy-co
Corridor,AI in Cybersecurity,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/corridor
Corsha,AI in Cybersecurity,US,2018,$10M-$50M,https://www.ai-market-watch.com/company/corsha
Cortical Labs,AI Infrastructure,AU,2019,$10M-$50M,https://www.ai-market-watch.com/company/cortical-labs
CoRun.ai,AI Infrastructure,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/corun-ai
Corvera,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/corvera
Corvic AI,AI Infrastructure,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/corvic-ai
Couchbase,AI Infrastructure,US,2009,$100M-$500M,https://www.ai-market-watch.com/company/couchbase
Counterforce Health,AI in Healthcare,US,2025,<$1M,https://www.ai-market-watch.com/company/counterforce-health
Courtyard,AI in Fintech,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/courtyard
Coval,AI Infrastructure,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/coval
Covalo,AI in Analytics & BI,CH,2021,$1M-$10M,https://www.ai-market-watch.com/company/covalo
Covariant,Robotics / Embodied AI,US,2017,$100M-$500M,https://www.ai-market-watch.com/company/covariant
Covasant,AI Agents,IN,2024,Undisclosed,https://www.ai-market-watch.com/company/covasant
Covenant,AI in Legal,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/covenant
Coverbase,AI in Supply Chain / Logistics,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/coverbase
COVU,AI in Fintech,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/covu
